Field Identifier,Category,Sub-Category,Field Name,Tooltip,Component,Options,Unit,Document-Support,Dependency,Show when value is,Mandatory Field
109,Governance,Bestechung und Korruption,Verwendete Quellen,"Welche Datenquellen werden verwendet?
Angabe von Quellen, zum Beispiel rennomierte Wirtschafts- und Finanzzeitungen, Glass Lewis",Multiple Documents With Descriptions,,,,107,Yes,
110,Governance,Bestechung und Korruption,Die Aktualität der Kontroversen im Bereich Bestechung und Korruption,"Wie wird die Aktualität der Kontroversen im Bereich Bestechung und Korruption gewährleistet?
Angaben dazu, wie Adhoc/kurzfristige Meldungen bei Emittenten überwacht und in die Methodik integriert werden sowie darüber in welchem Zeitraum die Kontroversen angepasst werden.",FreeText,,,,107,Yes,
111,General,Impactmerkmale - Keine Armut,SDG - Keine Armut,"Kann mit der Methodik ein Beitrag zum SDG ""keine Armut"" gemessen werden?",Yes/No,,,,,,
"111,1",General,Impactmerkmale - Keine Armut,"Wenn Nein, bitte begründen",,FreeText,,,,111,No,
112,General,Impactmerkmale - Keine Armut,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,111,Yes,
113,General,Impactmerkmale - Keine Armut,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,111,Yes,
114,General,Impactmerkmale - Keine Armut,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",FreeText,,,,111,Yes,
115,General,Impactmerkmale - Keine Armut,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,111,Yes,
116,General,Impactmerkmale - Kein Hunger,SDG - Kein Hunger,"Kann mit der Methodik ein Beitrag zum SDG ""kein Hunger"" gemessen werden?",Yes/No,,,,,,
"116,1",General,Impactmerkmale - Kein Hunger,"Wenn Nein, bitte begründen",,FreeText,,,,116,No,
117,General,Impactmerkmale - Kein Hunger,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,116,Yes,
118,General,Impactmerkmale - Kein Hunger,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,116,Yes,
119,General,Impactmerkmale - Kein Hunger,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",FreeText,,,,116,Yes,
120,General,Impactmerkmale - Kein Hunger,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,116,Yes,
121,General,Impactmerkmale - Gesundheit und Wohlergehen,SDG - Gesundheit und Wohlergehen,"Kann mit der Methodik ein Beitrag zum SDG ""Gesundheit und Wohlergehen"" gemessen werden?",Yes/No,,,,,,
"121,1",General,Impactmerkmale - Gesundheit und Wohlergehen,"Wenn Nein, bitte begründen",,FreeText,,,,121,No,
122,General,Impactmerkmale - Gesundheit und Wohlergehen,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,121,Yes,
123,General,Impactmerkmale - Gesundheit und Wohlergehen,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten).",FreeText,,,,121,Yes,
124,General,Impactmerkmale - Gesundheit und Wohlergehen,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",FreeText,,,,121,Yes,
125,General,Impactmerkmale - Gesundheit und Wohlergehen,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Daten von NGOs etc.",Multiple Documents With Descriptions,,,,121,Yes,
126,General,Impactmerkmale - Hochwertige Bildung,SDG - Hochwertige Bildung,"Kann mit der Methodik ein Beitrag zum SDG ""Hochwertige Bildung"" gemessen werden?",Yes/No,,,,,,
"126,1",General,Impactmerkmale - Hochwertige Bildung,"Wenn Nein, bitte begründen",,FreeText,,,,126,No,
127,General,Impactmerkmale - Hochwertige Bildung,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,126,Yes,
128,General,Impactmerkmale - Hochwertige Bildung,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,126,Yes,
129,General,Impactmerkmale - Hochwertige Bildung,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",FreeText,,,,126,Yes,
130,General,Impactmerkmale - Hochwertige Bildung,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,126,Yes,
131,General,Impactmerkmale - Geschlechtergleichheit,SDG - Geschlechtergleichheit,"Kann mit der Methodik ein Beitrag zum SDG ""Geschlechtergleichheit"" gemessen werden?",Yes/No,,,,,,
"131,1",General,Impactmerkmale - Geschlechtergleichheit,"Wenn Nein, bitte begründen",,FreeText,,,,131,No,
132,General,Impactmerkmale - Geschlechtergleichheit,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,131,Yes,
133,General,Impactmerkmale - Geschlechtergleichheit,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,131,Yes,
134,General,Impactmerkmale - Geschlechtergleichheit,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,131,Yes,
135,General,Impactmerkmale - Geschlechtergleichheit,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,131,Yes,
136,General,Impactmerkmale - Sauberes Wasser und sanitäre Einrichtungen,SDG - Sauberes Wasser und sanitäre Einrichtungen,"Kann mit der Methodik ein Beitrag zum SDG ""Sauberes Wasser und Sanitäreinrichtungen"" gemessen werden?",Yes/No,,,,,,
"136,1",General,Impactmerkmale - Sauberes Wasser und sanitäre Einrichtungen,"Wenn Nein, bitte begründen",,FreeText,,,,136,No,
137,General,Impactmerkmale - Sauberes Wasser und sanitäre Einrichtungen,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,136,Yes,
138,General,Impactmerkmale - Sauberes Wasser und sanitäre Einrichtungen,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,136,Yes,
139,General,Impactmerkmale - Sauberes Wasser und sanitäre Einrichtungen,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,136,Yes,
140,General,Impactmerkmale - Sauberes Wasser und sanitäre Einrichtungen,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,136,Yes,
141,General,Impactmerkmale - Bezahlbare und saubere Energie,SDG - Bezahlbare und saubere Energie,"Kann mit der Methodik ein Beitrag zum SDG ""Bezahlbare und saubere Energie"" gemessen werden?",Yes/No,,,,,,
"141,1",General,Impactmerkmale - Bezahlbare und saubere Energie,"Wenn Nein, bitte begründen",,FreeText,,,,141,No,
142,General,Impactmerkmale - Bezahlbare und saubere Energie,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,141,Yes,
143,General,Impactmerkmale - Bezahlbare und saubere Energie,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,141,Yes,
144,General,Impactmerkmale - Bezahlbare und saubere Energie,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,141,Yes,
145,General,Impactmerkmale - Bezahlbare und saubere Energie,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,141,Yes,
146,General,Impactmerkmale - Menschenwürdige Arbeit und Wirtschaftswachstum,SDG - Menschenwürdige Arbeit und Wirtschaftswachstum,"Kann mit der Methodik ein Beitrag zum SDG ""Menschenwürdige Arbeit und Wirtschaftswachstum"" gemessen werden?",Yes/No,,,,,,
"146,1",General,Impactmerkmale - Menschenwürdige Arbeit und Wirtschaftswachstum,"Wenn Nein, bitte begründen",,FreeText,,,,146,No,
147,General,Impactmerkmale - Menschenwürdige Arbeit und Wirtschaftswachstum,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,146,Yes,
148,General,Impactmerkmale - Menschenwürdige Arbeit und Wirtschaftswachstum,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,146,Yes,
149,General,Impactmerkmale - Menschenwürdige Arbeit und Wirtschaftswachstum,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,146,Yes,
150,General,Impactmerkmale - Menschenwürdige Arbeit und Wirtschaftswachstum,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,146,Yes,
151,General,"Impactmerkmale - Industrie, Innovation und Infrastruktur","SDG - Industrie, Innovation und Infrastruktur","Kann mit der Methodik ein Beitrag zum SDG ""Industrie, Innovation und Infrastruktur"" gemessen werden?",Yes/No,,,,,,
"151,1",General,"Impactmerkmale - Industrie, Innovation und Infrastruktur","Wenn Nein, bitte begründen",,FreeText,,,,151,No,
152,General,"Impactmerkmale - Industrie, Innovation und Infrastruktur",Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,151,Yes,
153,General,"Impactmerkmale - Industrie, Innovation und Infrastruktur",Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,151,Yes,
154,General,"Impactmerkmale - Industrie, Innovation und Infrastruktur",Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,151,Yes,
155,General,"Impactmerkmale - Industrie, Innovation und Infrastruktur",Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,151,Yes,
156,General,Impactmerkmale - Weniger Ungleichheiten,SDG - Weniger Ungleichheiten,"Kann mit der Methodik ein Beitrag zum SDG ""Weniger Ungleichheiten"" gemessen werden?",Yes/No,,,,,,
"156,1",General,Impactmerkmale - Weniger Ungleichheiten,"Wenn Nein, bitte begründen",,FreeText,,,,156,No,
157,General,Impactmerkmale - Weniger Ungleichheiten,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,156,Yes,
158,General,Impactmerkmale - Weniger Ungleichheiten,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,156,Yes,
159,General,Impactmerkmale - Weniger Ungleichheiten,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,156,Yes,
160,General,Impactmerkmale - Weniger Ungleichheiten,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,156,Yes,
161,General,Impactmerkmale - Nachhaltige Städte und Gemeinden,SDG - Nachhaltige Städte und Gemeinden,"Kann mit der Methodik ein Beitrag zum SDG ""Nachhaltige Städte und Gemeinden"" gemessen werden?",Yes/No,,,,,,
"161,1",General,Impactmerkmale - Nachhaltige Städte und Gemeinden,"Wenn Nein, bitte begründen",,FreeText,,,,161,No,
162,General,Impactmerkmale - Nachhaltige Städte und Gemeinden,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,161,Yes,
163,General,Impactmerkmale - Nachhaltige Städte und Gemeinden,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,161,Yes,
164,General,Impactmerkmale - Nachhaltige Städte und Gemeinden,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,161,Yes,
165,General,Impactmerkmale - Nachhaltige Städte und Gemeinden,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,161,Yes,
166,General,Impactmerkmale - Nachhaltiger Konsum und Produktion,SDG - Nachhaliger Konsum und Produktion,"Kann mit der Methodik ein Beitrag zum SDG ""Nachhaliger Konsum und Produktion"" gemessen werden?",Yes/No,,,,,,
"166,1",General,Impactmerkmale - Nachhaltiger Konsum und Produktion,"Wenn Nein, bitte begründen",,FreeText,,,,166,No,
167,General,Impactmerkmale - Nachhaltiger Konsum und Produktion,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,166,Yes,
168,General,Impactmerkmale - Nachhaltiger Konsum und Produktion,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,166,Yes,
169,General,Impactmerkmale - Nachhaltiger Konsum und Produktion,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,166,Yes,
170,General,Impactmerkmale - Nachhaltiger Konsum und Produktion,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,166,Yes,
171,General,Impactmerkmale - Maßnahmen zum Klimaschutz,SDG - Maßnahmen zum Klimaschutz,"Kann mit der Methodik ein Beitrag zum SDG ""Maßnahmen zum Klimaschutz"" gemessen werden?",Yes/No,,,,,,
"171,1",General,Impactmerkmale - Maßnahmen zum Klimaschutz,"Wenn Nein, bitte begründen",,FreeText,,,,171,No,
172,General,Impactmerkmale - Maßnahmen zum Klimaschutz,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,171,Yes,
173,General,Impactmerkmale - Maßnahmen zum Klimaschutz,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,171,Yes,
174,General,Impactmerkmale - Maßnahmen zum Klimaschutz,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,171,Yes,
175,General,Impactmerkmale - Maßnahmen zum Klimaschutz,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,171,Yes,
176,General,Impactmerkmale - Leben unter Wasser,SDG - Leben unter Wasser,"Kann mit der Methodik ein Beitrag zum SDG ""Leben unter Wasser"" gemessen werden?",Yes/No,,,,,,
"176,1",General,Impactmerkmale - Leben unter Wasser,"Wenn Nein, bitte begründen",,FreeText,,,,176,No,
177,General,Impactmerkmale - Leben unter Wasser,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,176,Yes,
178,General,Impactmerkmale - Leben unter Wasser,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,176,Yes,
179,General,Impactmerkmale - Leben unter Wasser,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,176,Yes,
180,General,Impactmerkmale - Leben unter Wasser,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,176,Yes,
181,General,Impactmerkmale - Leben and Land,SDG - Leben an Land,"Kann mit der Methodik ein Beitrag zum SDG ""Leben an Land"" gemessen werden?",Yes/No,,,,,,
"181,1",General,Impactmerkmale - Leben and Land,"Wenn Nein, bitte begründen",,FreeText,,,,181,No,
182,General,Impactmerkmale - Leben and Land,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,181,Yes,
183,General,Impactmerkmale - Leben and Land,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,181,Yes,
184,General,Impactmerkmale - Leben and Land,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,181,Yes,
185,General,Impactmerkmale - Leben and Land,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,181,Yes,
186,General,"Impactmerkmale - Frieden, Gerechtigkeit und starke Institutionen","SDG - Frieden, Gerechtigkeit und starke Institutionen","Kann mit der Methodik ein Beitrag zum SDG ""Frieden, Gerechtigkeit und starke Institutionen"" gemessen werden?",Yes/No,,,,,,
"186,1",General,"Impactmerkmale - Frieden, Gerechtigkeit und starke Institutionen","Wenn Nein, bitte begründen",,FreeText,,,,186,No,
187,General,"Impactmerkmale - Frieden, Gerechtigkeit und starke Institutionen",Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,186,Yes,
188,General,"Impactmerkmale - Frieden, Gerechtigkeit und starke Institutionen",Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,186,Yes,
189,General,"Impactmerkmale - Frieden, Gerechtigkeit und starke Institutionen",Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,186,Yes,
190,General,"Impactmerkmale - Frieden, Gerechtigkeit und starke Institutionen",Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,186,Yes,
191,General,Impactmerkmale - Partnerschaften zur Erreichung der Ziele,SDG - Partnerschaften zur Erreichung der Ziele,"Kann mit der Methodik ein Beitrag zum SDG ""Partnerschaften zur Erreichung der Ziele"" gemessen werden?",Yes/No,,,,,,
"191,1",General,Impactmerkmale - Partnerschaften zur Erreichung der Ziele,"Wenn Nein, bitte begründen",,FreeText,,,,191,No,
192,General,Impactmerkmale - Partnerschaften zur Erreichung der Ziele,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",FreeText,,,,191,Yes,
193,General,Impactmerkmale - Partnerschaften zur Erreichung der Ziele,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",FreeText,,,,191,Yes,
194,General,Impactmerkmale - Partnerschaften zur Erreichung der Ziele,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",FreeText,,,,191,Yes,
195,General,Impactmerkmale - Partnerschaften zur Erreichung der Ziele,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",Multiple Documents With Descriptions,,,,191,Yes,
196,General,Implementierung,Angebotene Sprachen,In welchen Sprachen wird das Produkt/Tool/System angeboten?,FreeText,,,,,,
197,General,Implementierung,Bereitgestellte Dokumentationsarten,Welche Arten von Dokumentationen stellen Sie in welcher Form zur Verfügung?,FreeText,,,,,,
198,General,Implementierung,Bereitgestellte Dokumentation auf Deutsch,Wird eine detaillierte technische deutschsprachige Dokumentation des Systems zur Verfügung gestellt?,Yes/No,,,,,,
199,General,Implementierung,Leistungstests,Wurden Performancetests durchgeführt und können Sie diese Ergebnisse zur Verfügung stellen?,Yes/No,,,,,,
200,General,Implementierung,Sicherheitstests,Wurden Sicherheitstests durchgeführt und können Sie diese Ergebnisse zur Verfügung stellen?,Yes/No,,,,,,
201,General,Implementierung,Beschreibung der Systemarchitektur,"Geben Sie bitte eine kurze Beschreibung Ihrer Systemarchitektur (Datenbank, CPU, Prozessoren, Schnittstellen, Server etc.) bei ASP Betrieb an.",FreeText,,,,,,
202,General,Implementierung,Erforderliches Client- Betriebssystem,Welches Client Betriebssystem wird benötigt?,String,,,,,,
203,General,Implementierung,Angebot für fette/dünne/zitrische Kunden,"Wird der Client als Fat-Client, Thin-Client, Citrix-Client angeboten?",Yes/No,,,,,,
204,General,Implementierung,Server Backup,Wie wird das Backup der Server durchgeführt?,FreeText,,,,,,
205,General,Implementierung,Standardisiertes Konzept zur Wiederherstellung im Katastrophenfall,Haben Sie ein standardisiertes Disaster Recovery Konzept? Fügen Sie hierzu bitte ein Testat oder einen Auszug seitens eines Prüfers bei.,Yes/No,,,Simple,,,
206,General,Implementierung,Stamm- und Bewegungsdaten lesen,Können Stamm- und Bewegungsdaten über eine Datawarehouse-Lösung eingelesen werden?,Yes/No,,,,,,
207,General,Implementierung,Kompatibilität mit anderen Datenquellen,Ist Ihre Lösung mit anderen Datenquellen nutzbar?,Yes/No,,,,,,
208,General,Implementierung,Import der Ergebnisse in das Data Warehouse,Können die Ergebnisse einem Datawarehouse zum Einlesen zur Verfügung gestellt werden?,Yes/No,,,,,,
209,General,Implementierung,Erforderliches Datenbanksystem,"Welches Datenbanksystem wird benötigt (Hersteller, Versionsnummer)?",String,,,,,,
210,General,Implementierung,Beschreibung des Designs und der Struktur der Datenbank(en),Bitte beschreiben Sie den Aufbau und die Struktur der Datenbank(en).,FreeText,,,,,,
211,General,Implementierung,Direkter Zugriff auf die Datenbank,Ist ein direkter (lesender) Zugriff auf die Datenbank Tabellen möglich?,Yes/No,,,,,,
212,General,Implementierung,Schreibender Zugriff auf die Datenbank,Ist ein schreibender Zugriff direkt oder über Zwischentabellen auf die Datenbank möglich?,Yes/No,,,,,,
213,General,Implementierung,Unterstützung der Echtzeitverarbeitung,Unterstützt das System Real-time Processing?,Yes/No,,,,,,
214,General,Implementierung,Unterstützung für zeitnahe Verarbeitung,Unterstützt das System Near-time Processing?,Yes/No,,,,,,
215,General,Implementierung,Unterstützung der Stapelverarbeitung,Unterstützt das System Batch Processing?,Yes/No,,,,,,
216,General,Implementierung,Unterstützte BI-Lösung,Welche BI-Lösung unterstützt Ihr System?,String,,,,,,
217,General,Implementierung,Flexibilität beim Import/Export von Daten,"Besitzt das System die Flexibilität, um über Standard-Dateiformate (xls, xlsx, csv, FundsXML, txt) Daten importieren und exportieren zu können?",Yes/No,,,,,,
