Field Identifier,Category,Sub-Category,Field Name,Tooltip,Component,Options,Unit,Document-Support,Dependency,Show when value is,Mandatory Field
111,SDG,Keine Armut,SDG - Keine Armut,"Kann mit der Methodik ein Beitrag zum SDG ""keine Armut"" gemessen werden?",Yes/No,,,,,,
"111,1",SDG,Keine Armut,"Wenn Nein, bitte begründen (Keine Armut)",,String,,,,111,No,
112,SDG,Keine Armut,Verwendete Schlüsselzahlen (Keine Armut),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,111,Yes,
113,SDG,Keine Armut,Datenerfassung (Keine Armut),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,111,Yes,
114,SDG,Keine Armut,Daten Plausibilitätsprüfung (Keine Armut),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,111,Yes,
115,SDG,Keine Armut,Datenquelle (Keine Armut),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,111,Yes,
116,SDG,Kein Hunger,SDG - Kein Hunger,"Kann mit der Methodik ein Beitrag zum SDG ""kein Hunger"" gemessen werden?",Yes/No,,,,,,
"116,1",SDG,Kein Hunger,"Wenn Nein, bitte begründen (Kein Hunger)",,,,,,116,No,
117,SDG,Kein Hunger,Verwendete Schlüsselzahlen (Kein Hunger),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,116,Yes,
118,SDG,Kein Hunger,Datenerfassung (Kein Hunger),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,116,Yes,
119,SDG,Kein Hunger,Daten Plausibilitätsprüfung (Kein Hunger),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,116,Yes,
120,SDG,Kein Hunger,Datenquelle (Kein Hunger),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,116,Yes,
121,SDG,Gesundheit und Wohlergehen,SDG - Gesundheit und Wohlergehen,"Kann mit der Methodik ein Beitrag zum SDG ""Gesundheit und Wohlergehen"" gemessen werden?",Yes/No,,,,,,
"121,1",SDG,Gesundheit und Wohlergehen,"Wenn Nein, bitte begründen (Gesundheit und Wohlergehen)",,String,,,,121,No,
122,SDG,Gesundheit und Wohlergehen,Verwendete Schlüsselzahlen (Gesundheit und Wohlergehen),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,121,Yes,
123,SDG,Gesundheit und Wohlergehen,Datenerfassung (Gesundheit und Wohlergehen),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten).",String,,,,121,Yes,
124,SDG,Gesundheit und Wohlergehen,Daten Plausibilitätsprüfung (Gesundheit und Wohlergehen),"Wie erfolgt die Datenplausibilisierung?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,121,Yes,
125,SDG,Gesundheit und Wohlergehen,Datenquelle (Gesundheit und Wohlergehen),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Daten von NGOs etc.",String,,,,121,Yes,
126,SDG,Hochwertige Bildung,SDG - Hochwertige Bildung,"Kann mit der Methodik ein Beitrag zum SDG ""Hochwertige Bildung"" gemessen werden?",Yes/No,,,,,,
"126,1",SDG,Hochwertige Bildung,"Wenn Nein, bitte begründen (Hochwertige Bildung)",,String,,,,126,No,
127,SDG,Hochwertige Bildung,Verwendete Schlüsselzahlen (Hochwertige Bildung),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,126,Yes,
128,SDG,Hochwertige Bildung,Datenerfassung (Hochwertige Bildung),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,126,Yes,
129,SDG,Hochwertige Bildung,Daten Plausibilitätsprüfung (Hochwertige Bildung),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,126,Yes,
130,SDG,Hochwertige Bildung,Datenquelle (Hochwertige Bildung),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,126,Yes,
131,SDG,Geschlechtergleichheit,SDG - Geschlechtergleichheit,"Kann mit der Methodik ein Beitrag zum SDG ""Geschlechtergleichheit"" gemessen werden?",Yes/No,,,,,,
"131,1",SDG,Geschlechtergleichheit,"Wenn Nein, bitte begründen (Geschlechtergleichheit)",,String,,,,131,No,
132,SDG,Geschlechtergleichheit,Verwendete Schlüsselzahlen (Geschlechtergleichheit),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,131,Yes,
133,SDG,Geschlechtergleichheit,Datenerfassung (Geschlechtergleichheit),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,131,Yes,
134,SDG,Geschlechtergleichheit,Daten Plausibilitätsprüfung (Geschlechtergleichheit),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,131,Yes,
135,SDG,Geschlechtergleichheit,Datenquelle (Geschlechtergleichheit),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,131,Yes,
136,SDG,Sauberes Wasser und sanitäre Einrichtungen,SDG - Sauberes Wasser und sanitäre Einrichtungen,"Kann mit der Methodik ein Beitrag zum SDG ""Sauberes Wasser und Sanitäreinrichtungen"" gemessen werden?",Yes/No,,,,,,
"136,1",SDG,Sauberes Wasser und sanitäre Einrichtungen,"Wenn Nein, bitte begründen (Sauberes Wasser und sanitäre Einrichtungen)",,String,,,,136,No,
137,SDG,Sauberes Wasser und sanitäre Einrichtungen,Verwendete Schlüsselzahlen (Sauberes Wasser und sanitäre Einrichtungen),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,136,Yes,
138,SDG,Sauberes Wasser und sanitäre Einrichtungen,Datenerfassung (Sauberes Wasser und sanitäre Einrichtungen),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,136,Yes,
139,SDG,Sauberes Wasser und sanitäre Einrichtungen,Daten Plausibilitätsprüfung (Sauberes Wasser und sanitäre Einrichtungen),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,136,Yes,
140,SDG,Sauberes Wasser und sanitäre Einrichtungen,Datenquelle (Sauberes Wasser und sanitäre Einrichtungen),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,136,Yes,
141,SDG,Bezahlbare und saubere Energie,SDG - Bezahlbare und saubere Energie,"Kann mit der Methodik ein Beitrag zum SDG ""Bezahlbare und saubere Energie"" gemessen werden?",Yes/No,,,,,,
"141,1",SDG,Bezahlbare und saubere Energie,"Wenn Nein, bitte begründen (Bezahlbare und saubere Energie)",,String,,,,141,No,
142,SDG,Bezahlbare und saubere Energie,Verwendete Schlüsselzahlen (Bezahlbare und saubere Energie),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,141,Yes,
143,SDG,Bezahlbare und saubere Energie,Datenerfassung (Bezahlbare und saubere Energie),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,141,Yes,
144,SDG,Bezahlbare und saubere Energie,Daten Plausibilitätsprüfung (Bezahlbare und saubere Energie),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,141,Yes,
145,SDG,Bezahlbare und saubere Energie,Datenquelle (Bezahlbare und saubere Energie),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,141,Yes,
146,SDG,Menschenwürdige Arbeit und Wirtschaftswachstum,SDG - Menschenwürdige Arbeit und Wirtschaftswachstum,"Kann mit der Methodik ein Beitrag zum SDG ""Menschenwürdige Arbeit und Wirtschaftswachstum"" gemessen werden?",Yes/No,,,,,,
"146,1",SDG,Menschenwürdige Arbeit und Wirtschaftswachstum,"Wenn Nein, bitte begründen (Menschenwürdige Arbeit und Wirtschaftswachstum)",,String,,,,146,No,
147,SDG,Menschenwürdige Arbeit und Wirtschaftswachstum,Verwendete Schlüsselzahlen (Menschenwürdige Arbeit und Wirtschaftswachstum),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,146,Yes,
148,SDG,Menschenwürdige Arbeit und Wirtschaftswachstum,Datenerfassung (Menschenwürdige Arbeit und Wirtschaftswachstum),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,146,Yes,
149,SDG,Menschenwürdige Arbeit und Wirtschaftswachstum,Daten Plausibilitätsprüfung (Menschenwürdige Arbeit und Wirtschaftswachstum),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,146,Yes,
150,SDG,Menschenwürdige Arbeit und Wirtschaftswachstum,Datenquelle (Menschenwürdige Arbeit und Wirtschaftswachstum),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,146,Yes,
151,SDG," Industrie, Innovation und Infrastruktur","SDG - Industrie, Innovation und Infrastruktur","Kann mit der Methodik ein Beitrag zum SDG ""Industrie, Innovation und Infrastruktur"" gemessen werden?",Yes/No,,,,,,
"151,1",SDG," Industrie, Innovation und Infrastruktur","Wenn Nein, bitte begründen (Industrie, Innovation und Infrastruktur)",,String,,,,151,No,
152,SDG," Industrie, Innovation und Infrastruktur","Verwendete Schlüsselzahlen (Industrie, Innovation und Infrastruktur)","Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,151,Yes,
153,SDG," Industrie, Innovation und Infrastruktur","Datenerfassung (Industrie, Innovation und Infrastruktur)","Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,151,Yes,
154,SDG," Industrie, Innovation und Infrastruktur","Daten Plausibilitätsprüfung (Industrie, Innovation und Infrastruktur)","Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,151,Yes,
155,SDG," Industrie, Innovation und Infrastruktur","Datenquelle (Industrie, Innovation und Infrastruktur)","Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,151,Yes,
156,SDG,Weniger Ungleichheiten,SDG - Weniger Ungleichheiten,"Kann mit der Methodik ein Beitrag zum SDG ""Weniger Ungleichheiten"" gemessen werden?",Yes/No,,,,,,
"156,1",SDG,Weniger Ungleichheiten,"Wenn Nein, bitte begründen (Weniger Ungleichheiten)",,String,,,,156,No,
157,SDG,Weniger Ungleichheiten,Verwendete Schlüsselzahlen (Weniger Ungleichheiten),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,156,Yes,
158,SDG,Weniger Ungleichheiten,Datenerfassung (Weniger Ungleichheiten),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,156,Yes,
159,SDG,Weniger Ungleichheiten,Daten Plausibilitätsprüfung (Weniger Ungleichheiten),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,156,Yes,
160,SDG,Weniger Ungleichheiten,Datenquelle (Weniger Ungleichheiten),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,156,Yes,
161,SDG,Nachhaltige Städte und Gemeinden,SDG - Nachhaltige Städte und Gemeinden,"Kann mit der Methodik ein Beitrag zum SDG ""Nachhaltige Städte und Gemeinden"" gemessen werden?",Yes/No,,,,,,
"161,1",SDG,Nachhaltige Städte und Gemeinden,"Wenn Nein, bitte begründen (Nachhaltige Städte und Gemeinden)",,String,,,,161,No,
162,SDG,Nachhaltige Städte und Gemeinden,Verwendete Schlüsselzahlen (Nachhaltige Städte und Gemeinden),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,161,Yes,
163,SDG,Nachhaltige Städte und Gemeinden,Datenerfassung (Nachhaltige Städte und Gemeinden),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,161,Yes,
164,SDG,Nachhaltige Städte und Gemeinden,Daten Plausibilitätsprüfung (Nachhaltige Städte und Gemeinden),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,161,Yes,
165,SDG,Nachhaltige Städte und Gemeinden,Datenquelle (Nachhaltige Städte und Gemeinden),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,161,Yes,
166,SDG,Nachhaliger Konsum und Produktion,SDG - Nachhaliger Konsum und Produktion,"Kann mit der Methodik ein Beitrag zum SDG ""Nachhaliger Konsum und Produktion"" gemessen werden?",Yes/No,,,,,,
"166,1",SDG,Nachhaliger Konsum und Produktion,"Wenn Nein, bitte begründen (Nachhaliger Konsum und Produktion)",,String,,,,166,No,
167,SDG,Nachhaliger Konsum und Produktion,Verwendete Schlüsselzahlen (Nachhaliger Konsum und Produktion),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,166,Yes,
168,SDG,Nachhaliger Konsum und Produktion,Datenerfassung (Nachhaliger Konsum und Produktion),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,166,Yes,
169,SDG,Nachhaliger Konsum und Produktion,Daten Plausibilitätsprüfung (Nachhaliger Konsum und Produktion),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,166,Yes,
170,SDG,Nachhaliger Konsum und Produktion,Datenquelle (Nachhaliger Konsum und Produktion),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,166,Yes,
171,SDG,Maßnahmen zum Klimaschutz,SDG - Maßnahmen zum Klimaschutz,"Kann mit der Methodik ein Beitrag zum SDG ""Maßnahmen zum Klimaschutz"" gemessen werden?",Yes/No,,,,,,
"171,1",SDG,Maßnahmen zum Klimaschutz,"Wenn Nein, bitte begründen (Maßnahmen zum Klimaschutz)",,String,,,,171,No,
172,SDG,Maßnahmen zum Klimaschutz,Verwendete Schlüsselzahlen (Maßnahmen zum Klimaschutz),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,171,Yes,
173,SDG,Maßnahmen zum Klimaschutz,Datenerfassung (Maßnahmen zum Klimaschutz),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,171,Yes,
174,SDG,Maßnahmen zum Klimaschutz,Daten Plausibilitätsprüfung (Maßnahmen zum Klimaschutz),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,171,Yes,
175,SDG,Maßnahmen zum Klimaschutz,Datenquelle (Maßnahmen zum Klimaschutz),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,171,Yes,
176,SDG,Leben unter Wasser,SDG - Leben unter Wasser,"Kann mit der Methodik ein Beitrag zum SDG ""Leben unter Wasser"" gemessen werden?",Yes/No,,,,,,
"176,1",SDG,Leben unter Wasser,"Wenn Nein, bitte begründen (Leben unter Wasser)",,String,,,,176,No,
177,SDG,Leben unter Wasser,Verwendete Schlüsselzahlen (Leben unter Wasser),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,176,Yes,
178,SDG,Leben unter Wasser,Datenerfassung (Leben unter Wasser),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,176,Yes,
179,SDG,Leben unter Wasser,Daten Plausibilitätsprüfung (Leben unter Wasser),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,176,Yes,
180,SDG,Leben unter Wasser,Datenquelle (Leben unter Wasser),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,176,Yes,
181,SDG,Leben an Land,SDG - Leben an Land,"Kann mit der Methodik ein Beitrag zum SDG ""Leben an Land"" gemessen werden?",Yes/No,,,,,,
"181,1",SDG,Leben an Land,"Wenn Nein, bitte begründen (Leben an Land)",,String,,,,181,No,
182,SDG,Leben an Land,Verwendete Schlüsselzahlen (Leben an Land),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,181,Yes,
183,SDG,Leben an Land,Datenerfassung (Leben an Land),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,181,Yes,
184,SDG,Leben an Land,Daten Plausibilitätsprüfung (Leben an Land),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,181,Yes,
185,SDG,Leben an Land,Datenquelle (Leben an Land),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,181,Yes,
186,SDG,"Frieden, Gerechtigkeit und starke Institutionen","SDG - Frieden, Gerechtigkeit und starke Institutionen","Kann mit der Methodik ein Beitrag zum SDG ""Frieden, Gerechtigkeit und starke Institutionen"" gemessen werden?",Yes/No,,,,,,
"186,1",SDG,"Frieden, Gerechtigkeit und starke Institutionen","Wenn Nein, bitte begründen (Frieden, Gerechtigkeit und starke Institutionen)",,String,,,,186,No,
187,SDG,"Frieden, Gerechtigkeit und starke Institutionen","Verwendete Schlüsselzahlen (Frieden, Gerechtigkeit und starke Institutionen)","Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,186,Yes,
188,SDG,"Frieden, Gerechtigkeit und starke Institutionen","Datenerfassung (Frieden, Gerechtigkeit und starke Institutionen)","Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,186,Yes,
189,SDG,"Frieden, Gerechtigkeit und starke Institutionen","Daten Plausibilitätsprüfung (Frieden, Gerechtigkeit und starke Institutionen)","Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,186,Yes,
190,SDG,"Frieden, Gerechtigkeit und starke Institutionen","Datenquelle (Frieden, Gerechtigkeit und starke Institutionen)","Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,186,Yes,
191,SDG,Partnerschaften zur Erreichung der Ziele,SDG - Partnerschaften zur Erreichung der Ziele,"Kann mit der Methodik ein Beitrag zum SDG ""Partnerschaften zur Erreichung der Ziele"" gemessen werden?",Yes/No,,,,,,
"191,1",SDG,Partnerschaften zur Erreichung der Ziele,"Wenn Nein, bitte begründen (Partnerschaften zur Erreichung der Ziele)",,String,,,,191,No,
192,SDG,Partnerschaften zur Erreichung der Ziele,Verwendete Schlüsselzahlen (Partnerschaften zur Erreichung der Ziele),"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,191,Yes,
193,SDG,Partnerschaften zur Erreichung der Ziele,Datenerfassung (Partnerschaften zur Erreichung der Ziele),"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,191,Yes,
194,SDG,Partnerschaften zur Erreichung der Ziele,Daten Plausibilitätsprüfung (Partnerschaften zur Erreichung der Ziele),"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,191,Yes,
195,SDG,Partnerschaften zur Erreichung der Ziele,Datenquelle (Partnerschaften zur Erreichung der Ziele),"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,191,Yes,
196,General,Implementierung,Angebotene Sprachen,In welchen Sprachen wird das Produkt/Tool/System angeboten?,String,,,,,,
197,General,Implementierung,Bereitgestellte Dokumentationsarten,Welche Arten von Dokumentationen stellen Sie in welcher Form zur Verfügung?,String,,,,,,
198,General,Implementierung,Bereitgestellte Dokumentation auf Deutsch,Wird eine detaillierte technische deutschsprachige Dokumentation des Systems zur Verfügung gestellt?,Yes/No,,,,,,
199,General,Implementierung,Leistungstests,Wurden Performancetests durchgeführt und können Sie diese Ergebnisse zur Verfügung stellen?,Yes/No,,,,,,
200,General,Implementierung,Sicherheitstests,Wurden Sicherheitstests durchgeführt und können Sie diese Ergebnisse zur Verfügung stellen?,Yes/No,,,,,,
201,General,Implementierung,Beschreibung der Systemarchitektur,"Geben Sie bitte eine kurze Beschreibung Ihrer Systemarchitektur (Datenbank, CPU, Prozessoren, Schnittstellen, Server etc.) bei ASP Betrieb an.",String,,,,,,
202,General,Implementierung,Erforderliches Client- Betriebssystem,Welches Client Betriebssystem wird benötigt?,String,,,,,,
203,General,Implementierung,Angebot für fette/dünne/zitrische Kunden,"Wird der Client als Fat-Client, Thin-Client, Citrix-Client angeboten?",Yes/No,,,,,,
204,General,Implementierung,Server Backup,Wie wird das Backup der Server durchgeführt?,String,,,,,,
205,General,Implementierung,Standardisiertes Konzept zur Wiederherstellung im Katastrophenfall,Haben Sie ein standardisiertes Disaster Recovery Konzept? Fügen Sie hierzu bitte ein Testat oder einen Auszug seitens eines Prüfers bei.,Yes/No,,,Simple,,Yes,
206,General,Implementierung,Stamm- und Bewegungsdaten lesen,Können Stamm- und Bewegungsdaten über eine Datawarehouse-Lösung eingelesen werden?,Yes/No,,,,,,
207,General,Implementierung,Kompatibilität mit anderen Datenquellen,Ist Ihre Lösung mit anderen Datenquellen nutzbar?,Yes/No,,,,,,
208,General,Implementierung,Import der Ergebnisse in das Data Warehouse,Können die Ergebnisse einem Datawarehouse zum Einlesen zur Verfügung gestellt werden?,Yes/No,,,,,,
209,General,Implementierung,Erforderliches Datenbanksystem,"Welches Datenbanksystem wird benötigt (Hersteller, Versionsnummer)?",String,,,,,,
210,General,Implementierung,Beschreibung des Designs und der Struktur der Datenbank(en),Bitte beschreiben Sie den Aufbau und die Struktur der Datenbank(en).,String,,,,,,
211,General,Implementierung,Direkter Zugriff auf die Datenbank,Ist ein direkter (lesender) Zugriff auf die Datenbank Tabellen möglich?,Yes/No,,,,,,
212,General,Implementierung,Schreibender Zugriff auf die Datenbank,Ist ein schreibender Zugriff direkt oder über Zwischentabellen auf die Datenbank möglich?,Yes/No,,,,,,
213,General,Implementierung,Unterstützung der Echtzeitverarbeitung,Unterstützt das System Real-time Processing?,Yes/No,,,,,,
214,General,Implementierung,Unterstützung für zeitnahe Verarbeitung,Unterstützt das System Near-time Processing?,Yes/No,,,,,,
215,General,Implementierung,Unterstützung der Stapelverarbeitung,Unterstützt das System Batch Processing?,Yes/No,,,,,,
216,General,Implementierung,Unterstützte BI-Lösung,Welche BI-Lösung unterstützt Ihr System?,String,,,,,,
217,General,Implementierung,Flexibilität beim Import/Export von Daten,"Besitzt das System die Flexibilität, um über Standard-Dateiformate (xls, xlsx, csv, FundsXML, txt) Daten importieren und exportieren zu können?",Yes/No,,,,,,
218,General,Implementierung,dauerhafte Verfügbarkeit,"Wird eine jederzeitige Verfügbarkeit (24hrs,7d) angeboten?",Yes/No,,,,,,
219,General,Implementierung,Übertragen von Datenhistorien,Welche Funktionen stellt das System zur Übernahme der Datenhistorien zur Verfügung?,String,,,,,,
