Field Identifier,Category,Sub-Category,Field Name,Tooltip,Component,Options,Unit,Document-Support,Dependency,Show when value is,Mandatory Field
115,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,111,Yes,
116,General,Impactmerkmale,SDG - Kein Hunger,"Kann mit der Methodik ein Beitrag zum SDG ""kein Hunger"" gemessen werden?",Yes/No,,,,,,
"116,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,,,,,116,No,
117,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,116,Yes,
118,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,116,Yes,
119,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,116,Yes,
120,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,116,Yes,
121,General,Impactmerkmale,SDG - Gesundheit und Wohlergehen,"Kann mit der Methodik ein Beitrag zum SDG ""Gesundheit und Wohlergehen"" gemessen werden?",Yes/No,,,,,,
"121,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,121,No,
122,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,121,Yes,
123,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten).",String,,,,121,Yes,
124,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,121,Yes,
125,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Daten von NGOs etc.",String,,,,121,Yes,
126,General,Impactmerkmale,SDG - Hochwertige Bildung,"Kann mit der Methodik ein Beitrag zum SDG ""Hochwertige Bildung"" gemessen werden?",Yes/No,,,,,,
"126,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,126,No,
127,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,126,Yes,
128,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,126,Yes,
129,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen.",String,,,,126,Yes,
130,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,126,Yes,
131,General,Impactmerkmale,SDG - Geschlechtergleichheit,"Kann mit der Methodik ein Beitrag zum SDG ""Geschlechtergleichheit"" gemessen werden?",Yes/No,,,,,,
"131,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,131,No,
132,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,131,Yes,
133,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,131,Yes,
134,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,131,Yes,
135,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,131,Yes,
136,General,Impactmerkmale,SDG - Sauberes Wasser und sanitäre Einrichtungen,"Kann mit der Methodik ein Beitrag zum SDG ""Sauberes Wasser und Sanitäreinrichtungen"" gemessen werden?",Yes/No,,,,,,
"136,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,136,No,
137,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,136,Yes,
138,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,136,Yes,
139,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,136,Yes,
140,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,136,Yes,
141,General,Impactmerkmale,SDG - Bezahlbare und saubere Energie,"Kann mit der Methodik ein Beitrag zum SDG ""Bezahlbare und saubere Energie"" gemessen werden?",Yes/No,,,,,,
"141,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,141,No,
142,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,141,Yes,
143,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,141,Yes,
144,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,141,Yes,
145,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,141,Yes,
146,General,Impactmerkmale,SDG - Menschenwürdige Arbeit und Wirtschaftswachstum,"Kann mit der Methodik ein Beitrag zum SDG ""Menschenwürdige Arbeit und Wirtschaftswachstum"" gemessen werden?",Yes/No,,,,,,
"146,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,146,No,
147,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,146,Yes,
148,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,146,Yes,
149,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,146,Yes,
150,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,146,Yes,
151,General,Impactmerkmale,"SDG - Industrie, Innovation und Infrastruktur","Kann mit der Methodik ein Beitrag zum SDG ""Industrie, Innovation und Infrastruktur"" gemessen werden?",Yes/No,,,,,,
"151,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,151,No,
152,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,151,Yes,
153,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,151,Yes,
154,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,151,Yes,
155,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,151,Yes,
156,General,Impactmerkmale,SDG - Weniger Ungleichheiten,"Kann mit der Methodik ein Beitrag zum SDG ""Weniger Ungleichheiten"" gemessen werden?",Yes/No,,,,,,
"156,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,156,No,
157,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,156,Yes,
158,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,156,Yes,
159,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,156,Yes,
160,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,156,Yes,
161,General,Impactmerkmale,SDG - Nachhaltige Städte und Gemeinden,"Kann mit der Methodik ein Beitrag zum SDG ""Nachhaltige Städte und Gemeinden"" gemessen werden?",Yes/No,,,,,,
"161,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,161,No,
162,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,161,Yes,
163,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,161,Yes,
164,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,161,Yes,
165,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,161,Yes,
166,General,Impactmerkmale,SDG - Nachhaliger Konsum und Produktion,"Kann mit der Methodik ein Beitrag zum SDG ""Nachhaliger Konsum und Produktion"" gemessen werden?",Yes/No,,,,,,
"166,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,166,No,
167,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,166,Yes,
168,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,166,Yes,
169,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,166,Yes,
170,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,166,Yes,
171,General,Impactmerkmale,SDG - Maßnahmen zum Klimaschutz,"Kann mit der Methodik ein Beitrag zum SDG ""Maßnahmen zum Klimaschutz"" gemessen werden?",Yes/No,,,,,,
"171,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,171,No,
172,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,171,Yes,
173,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,171,Yes,
174,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,171,Yes,
175,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,171,Yes,
176,General,Impactmerkmale,SDG - Leben unter Wasser,"Kann mit der Methodik ein Beitrag zum SDG ""Leben unter Wasser"" gemessen werden?",Yes/No,,,,,,
"176,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,176,No,
177,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,176,Yes,
178,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,176,Yes,
179,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,176,Yes,
180,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,176,Yes,
181,General,Impactmerkmale,SDG - Leben an Land,"Kann mit der Methodik ein Beitrag zum SDG ""Leben an Land"" gemessen werden?",Yes/No,,,,,,
"181,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,181,No,
182,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,181,Yes,
183,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,181,Yes,
184,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,181,Yes,
185,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,181,Yes,
186,General,Impactmerkmale,"SDG - Frieden, Gerechtigkeit und starke Institutionen","Kann mit der Methodik ein Beitrag zum SDG ""Frieden, Gerechtigkeit und starke Institutionen"" gemessen werden?",Yes/No,,,,,,
"186,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,186,No,
187,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,186,Yes,
188,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,186,Yes,
189,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,186,Yes,
190,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,186,Yes,
191,General,Impactmerkmale,SDG - Partnerschaften zur Erreichung der Ziele,"Kann mit der Methodik ein Beitrag zum SDG ""Partnerschaften zur Erreichung der Ziele"" gemessen werden?",Yes/No,,,,,,
"191,1",General,Impactmerkmale,"Wenn Nein, bitte begründen",,String,,,,191,No,
192,General,Impactmerkmale,Verwendete Schlüsselzahlen,"Welche Kennzahlen werden verwendet?
Angaben zu den KPIs die zur Messung des SDGs verwendet werden.",String,,,,191,Yes,
193,General,Impactmerkmale,Datenerfassung,"Wie erfolgt die Datenerhebung?
Angaben zu dem Vorgang bei der Datenerhebung (z.B. Fragebogen, Interviews, Nutzung der Daten aus Geschäftsberichten)",String,,,,191,Yes,
194,General,Impactmerkmale,Daten Plausibilitätsprüfung,"Wie erfolgt die Datenplausibilisierung?
Erkennung von Ausreißern (z.B. mithilfe von Benchmarking), Maßnahmen zur Erkennung von unplausiblen Daten z.B. numerische Daten werden verlangt und Text wurde eingetragen",String,,,,191,Yes,
195,General,Impactmerkmale,Datenquelle,"Welche Quellen werden genutzt?
Angabe von Quellen, zum Beispiel Geschäftsberichte von Unternehmen, Nachhaltigkeitsberichte etc.",String,,,,191,Yes,
196,General,Implementierung,Angebotene Sprachen,In welchen Sprachen wird das Produkt/Tool/System angeboten?,String,,,,,,
197,General,Implementierung,Bereitgestellte Dokumentationsarten,Welche Arten von Dokumentationen stellen Sie in welcher Form zur Verfügung?,String,,,,,,
198,General,Implementierung,Bereitgestellte Dokumentation auf Deutsch,Wird eine detaillierte technische deutschsprachige Dokumentation des Systems zur Verfügung gestellt?,Yes/No,,,,,,
199,General,Implementierung,Leistungstests,Wurden Performancetests durchgeführt und können Sie diese Ergebnisse zur Verfügung stellen?,Yes/No,,,,,,
200,General,Implementierung,Sicherheitstests,Wurden Sicherheitstests durchgeführt und können Sie diese Ergebnisse zur Verfügung stellen?,Yes/No,,,,,,
201,General,Implementierung,Beschreibung der Systemarchitektur,"Geben Sie bitte eine kurze Beschreibung Ihrer Systemarchitektur (Datenbank, CPU, Prozessoren, Schnittstellen, Server etc.) bei ASP Betrieb an.",String,,,,,,
202,General,Implementierung,Erforderliches Client- Betriebssystem,Welches Client Betriebssystem wird benötigt?,String,,,,,,
203,General,Implementierung,Angebot für fette/dünne/zitrische Kunden,"Wird der Client als Fat-Client, Thin-Client, Citrix-Client angeboten?",Yes/No,,,,,,
204,General,Implementierung,Server Backup,Wie wird das Backup der Server durchgeführt?,String,,,,,,
205,General,Implementierung,Standardisiertes Konzept zur Wiederherstellung im Katastrophenfall,Haben Sie ein standardisiertes Disaster Recovery Konzept? Fügen Sie hierzu bitte ein Testat oder einen Auszug seitens eines Prüfers bei.,Yes/No,,,Simple,,Yes,
206,General,Implementierung,Stamm- und Bewegungsdaten lesen,Können Stamm- und Bewegungsdaten über eine Datawarehouse-Lösung eingelesen werden?,Yes/No,,,,,,
207,General,Implementierung,Kompatibilität mit anderen Datenquellen,Ist Ihre Lösung mit anderen Datenquellen nutzbar?,Yes/No,,,,,,
208,General,Implementierung,Import der Ergebnisse in das Data Warehouse,Können die Ergebnisse einem Datawarehouse zum Einlesen zur Verfügung gestellt werden?,Yes/No,,,,,,
209,General,Implementierung,Erforderliches Datenbanksystem,"Welches Datenbanksystem wird benötigt (Hersteller, Versionsnummer)?",String,,,,,,
210,General,Implementierung,Beschreibung des Designs und der Struktur der Datenbank(en),Bitte beschreiben Sie den Aufbau und die Struktur der Datenbank(en).,String,,,,,,
211,General,Implementierung,Direkter Zugriff auf die Datenbank,Ist ein direkter (lesender) Zugriff auf die Datenbank Tabellen möglich?,Yes/No,,,,,,
212,General,Implementierung,Schreibender Zugriff auf die Datenbank,Ist ein schreibender Zugriff direkt oder über Zwischentabellen auf die Datenbank möglich?,Yes/No,,,,,,
213,General,Implementierung,Unterstützung der Echtzeitverarbeitung,Unterstützt das System Real-time Processing?,Yes/No,,,,,,
214,General,Implementierung,Unterstützung für zeitnahe Verarbeitung,Unterstützt das System Near-time Processing?,Yes/No,,,,,,
215,General,Implementierung,Unterstützung der Stapelverarbeitung,Unterstützt das System Batch Processing?,Yes/No,,,,,,
216,General,Implementierung,Unterstützte BI-Lösung,Welche BI-Lösung unterstützt Ihr System?,String,,,,,,
217,General,Implementierung,Flexibilität beim Import/Export von Daten,"Besitzt das System die Flexibilität, um über Standard-Dateiformate (xls, xlsx, csv, FundsXML, txt) Daten importieren und exportieren zu können?",Yes/No,,,,,,
218,General,Implementierung,24/7 Verfügbarkeit,"Wird eine jederzeitige Verfügbarkeit (24hrs,7d) angeboten?",Yes/No,,,,,,
219,General,Implementierung,Übertragen von Datenhistorien,Welche Funktionen stellt das System zur Übernahme der Datenhistorien zur Verfügung?,String,,,,,,
220,General,Implementierung,Unterstützter Zeitraum der Datenhistorien,Welchen Zeitraum an Datenhistorien unterstützt das System?,String,,,,,,
221,General,Implementierung,Frühester Starttermin für ein Integrationsprojekt,Ab wann könnte frühestens ein Integrationsprojekt starten?,Date,,,,,,
222,General,Implementierung,Geschätzter Zeitrahmen für die vollständige Integration des Projekts,Welchen Zeitraum schätzen Sie für ein vollständig abgeschlossenes Integrationsprojekt des beschriebenen Umfangs?,String,,,,,,
223,General,Implementierung,Durchschnittliche Anzahl der benötigten Ressourcen,Wieviel Ressourcen werden im Durchschnitt auf Kundenseite während der Implementierung benötigt?,Number,,,,,,
224,General,Implementierung,Anzahl der verfügbaren Ressourcen,"Wieviele Ressourcen stehen ab wann und mit welcher Kapazität zur Umsetzung des Projekts zur Verfügung (Support, Entwicklung, Beratung)?",Number,,,,,,
225,General,Implementierung,Kundenbetreuung,Wie und mit wievielen Mitarbeitern können Sie einen Kunden in den ersten sechs Monaten nach Einführung unterstützen?,String,,,,,,
